@id,rdf:type{URIRef},rdfs:comment{Literal},rdfs:label{Literal}
survol:AuthIPQuickModeNegotiationTime,rdf:Property,AuthIP Quick Mode Negotiation Time is the number of milliseconds taken for the last Authenticated IP quick mode security association negotiated.,AuthIPQuickModeNegotiationTime
survol:AuthenticationLevel,rdf:Property,"The AuthenticationLevel property specifies the minimum client authentication level required by this COM server. If NULL, the default values are used. Authentication levels include:
None - no authentication is performed.
Connect - authentication is performed only when the client establishes a relationship with the application.
Call - authentication is performed only at the beginning of each call when the application receives the request.
Packet - authentication is performed on all data received from the client.
PacketIntegrity - all the data transferred between client and application is authenticated and verified.
PacketPrivacy - The properties of the other authentication levels are used, and all data is encrypted.",AuthenticationLevel
survol:AuthenticationPackage,rdf:Property,The AuthenticationPackage is the name of the subsystem used to authenticate the logon session. ,AuthenticationPackage
survol:Authority,rdf:Property,"No WMI description for property Authority:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",Authority
survol:AuthorityMessagesReceivedPersecond,rdf:Property,The number of DRT Authority messages received per second  by the DRT instance.,AuthorityMessagesReceivedPersecond
survol:AuthoritySentPersecond,rdf:Property,The number of DRT Authority messages sent per second by the DRT instance.,AuthoritySentPersecond
survol:Authorityreceivedpersecond,rdf:Property,Number of Authority message received per second for this PNRP Cloud,Authorityreceivedpersecond
survol:Authoritysentpersecond,rdf:Property,Number of Authority message sent per second for this PNRP Cloud,Authoritysentpersecond
survol:AuthorizationFlags,rdf:Property,The AuthorizationFlags property contains a set of flags that specify the resources a user is authorized to use or modify.,AuthorizationFlags
survol:AuthorizationStatus,rdf:Property,An HRESULT returned from the Issuance License (IL) authorization. ,AuthorizationStatus
survol:AutoConvertToClsid,rdf:Property,The AutoConvertToClsid property contains the Globally Unique Identifier (GUID)of the COM class to which this COM component will automatically be converted.,AutoConvertToClsid
survol:AutoParamAttemptsPersec,rdf:Property,Number of auto-parameterization attempts.,AutoParamAttemptsPersec
survol:AutoReboot,rdf:Property,"The AutoReboot property determines whether the system will automatically reboot during a recovery operation.
Values: TRUE or FALSE. If TRUE, the system will automatically rebooted.",AutoReboot
survol:AutoSense,rdf:Property,A boolean indicating whether the NetworkAdapter is capable of automatically determining the speed or other communications characteristics of the attached network media.,AutoSense
survol:AutoStartWin9X,rdf:Property,The AutoStartWin9X property indicates the circumstances under which WMI will start on Win9X systems.,AutoStartWin9X
survol:AutoTreatAsClsid,rdf:Property,The AutoTreatAsClsid property contains a Globally Unique Identifier (GUID) for the COM component that will automatically emulate instances of this class.,AutoTreatAsClsid
survol:AutomaticManagedPagefile,rdf:Property,"The AutomaticManagedPagefile property determines whether the system managed pagefile is enabled. This capability is notAvailable on windows server 2003,XP and lower versions.
Values: TRUE or FALSE. If TRUE, the automatic managed pagefile is enabled.",AutomaticManagedPagefile
survol:AutomaticResetBootOption,rdf:Property,"The AutomaticResetBootOption property determines whether the automatic reset boot option is enabled, i.e. whether the machine will try to reboot after a system failure.
Values: TRUE or FALSE. If TRUE, the automatic reset boot option is enabled.",AutomaticResetBootOption
survol:AutomaticResetCapability,rdf:Property,"The AutomaticResetCapability property determines whether the auto reboot feature is available with this machine. This capability is available on Windows NT but not on Windows 95.
Values: TRUE or FALSE. If TRUE, the automatic reset is enabled.",AutomaticResetCapability
survol:AutomaticVMActivationHostDigitalPid2,rdf:Property,Product key PID2 of the AVMA host.,AutomaticVMActivationHostDigitalPid2
survol:AutomaticVMActivationHostMachineName,rdf:Property,The machine name of the AVMA host.,AutomaticVMActivationHostMachineName
survol:AutomaticVMActivationLastActivationTime,rdf:Property,The last activation time for the product.,AutomaticVMActivationLastActivationTime
survol:Automount,rdf:Property,"If TRUE, the Automount property indicates that the volume will be mounted to the file system automatically when the first I/O is issued. Otherwise it will not be mounted until explicitly mounted with the Mount method or by adding a drive letter or mount point.",Automount
survol:AutorecoverMofs,rdf:Property,The AutoRecoverMofs property contains a list of fully qualified MOF file names used to initialize or recover the WMI repository. The list determines the order in which MOFs are compiled.,AutorecoverMofs
survol:Availability,rdf:Property,"The availability and status of the device.  For example, the Availability property indicates that the device is running and has full power (value=3), or is in a warning (4), test (5), degraded (10) or power save state (values 13-15 and 17). Regarding the power saving states, these are defined as follows: Value 13 (""Power Save - Unknown"") indicates that the device is known to be in a power save mode, but its exact status in this mode is unknown; 14 (""Power Save - Low Power Mode"") indicates that the device is in a power save state but still functioning, and may exhibit degraded performance; 15 (""Power Save - Standby"") describes that the device is not functioning but could be brought to full power 'quickly'; and value 17 (""Power Save - Warning"") indicates that the device is in a warning state, though also in a power save mode.",Availability
survol:AvailableBytes,rdf:Property,"Available Bytes is the amount of physical memory, in bytes, immediately available for allocation to a process or for system use. It is equal to the sum of memory assigned to the standby (cached), free and zero page lists.",AvailableBytes
survol:AvailableDiskSpace,rdf:Property,The available disk space.,AvailableDiskSpace
survol:AvailableJobSheets,rdf:Property,"Describes all of the job sheets that are available on the Printer. This can also be used to describe the banner that a Printer might provide at the beginning of each Job, or can describe other user specified options.",AvailableJobSheets
survol:AvailableKBytes,rdf:Property,"Available KBytes is the amount of physical memory, in Kilobytes, immediately available for allocation to a process or for system use. It is equal to the sum of memory assigned to the standby (cached), free and zero page lists.",AvailableKBytes
survol:AvailableMBytes,rdf:Property,"Available MBytes is the amount of physical memory, in Megabytes, immediately available for allocation to a process or for system use. It is equal to the sum of memory assigned to the standby (cached), free and zero page lists.",AvailableMBytes
survol:AvailableSpace,rdf:Property,"AvailableSpace indicates the total amount of free space for the file system, in bytes. If unknown, enter 0.",AvailableSpace
survol:AvailableThreads,rdf:Property,Available Threads is the number of server threads on this CPU not currently working on requests from a client.  The server dynamically adjusts the number of threads to maximize server performance.,AvailableThreads
survol:AvailableWorkItems,rdf:Property,"Every request from a client is represented in the server as a 'work item,' and the server maintains a pool of available work items per CPU to speed processing.  This is the instantaneous number of available work items for this CPU.  A sustained near-zero value indicates the need to increase the MinFreeWorkItems registry value for the Server service.  This value will always be 0 in the SMB1 Blocking Queue instance.",AvailableWorkItems
survol:AverageBytesPersecondReceived,rdf:Property,The measure of the bandwidth used to receive DRT protocol messages during the sampling interval.,AverageBytesPersecondReceived
survol:AverageBytesPersecondSent,rdf:Property,The measure of the bandwidth used to transmit DRT protocol messages during the sampling interval.,AverageBytesPersecondSent
survol:AverageEncodingTime,rdf:Property,Average frame encoding time,AverageEncodingTime
survol:AverageFileSize,rdf:Property,The average size of files on the volume.,AverageFileSize
survol:AverageFragmentsPerFile,rdf:Property,The average number of fragments per file on the volume.,AverageFragmentsPerFile
survol:AverageFreeSpacePerExtent,rdf:Property,The average size of free space extents on the volume.,AverageFreeSpacePerExtent
